"Title","Submission Target","Date","Type","First Author","Other Authors","Key (e.g. for file names)","Publisher URL (official)","url2","PDF URL (public)","Video","Video2","Supplemental","Acknowledgements","Abstract","bibtex","notes","funding"
"Evaluating Information Visualization in Large Companies: Challenges, Experiences and Recommendations ","CHI BELIV","2010-04-10","Workshop Paper","Michael Sedlmair","Petra Isenberg, Dominikus Baur, Andreas Butz","sedlmair2010beliv","https://doi.org/10.1145/2110192.2110204",,,,,,,"We examine the process and some implications of evaluating information visualization in a large company setting. While several researchers have addressed the difficulties of evaluating information visualizations with regards to changing data, tasks, and visual encodings, considerably less work has been published on the difficulties of evaluation within specific work contexts. In this paper, we specifically focus on the challenges arising in the context of large companies with several thousand employees. We present a collection of evaluation challenges, discuss our own experiences conducting information visualization evaluation within the context of a large automotive company, and present a set of recommendations derived from our experiences. The set of challenges and recommendations can aid researchers and practitioners in preparing and conducting evaluations of their products within a large company setting.","@inproceedings{10.1145/2110192.2110204,
author = {Sedlmair, Michael and Isenberg, Petra and Baur, Dominikus and Butz, Andreas},
title = {Evaluating Information Visualization in Large Companies: Challenges, Experiences and Recommendations},
year = {2010},
isbn = {9781450300070},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/2110192.2110204},
doi = {10.1145/2110192.2110204},
abstract = {We examine the process and some implications of evaluating information visualization in a large company setting. While several researchers have addressed the difficulties of evaluating information visualizations with regards to changing data, tasks, and visual encodings, considerably less work has been published on the difficulties of evaluation within specific work contexts. In this paper, we specifically focus on the challenges arising in the context of large companies with several thousand employees. We present a collection of evaluation challenges, discuss our own experiences conducting information visualization evaluation within the context of a large automotive company, and present a set of recommendations derived from our experiences. The set of challenges and recommendations can aid researchers and practitioners in preparing and conducting evaluations of their products within a large company setting.},
booktitle = {Proceedings of the 3rd BELIV'10 Workshop: BEyond Time and Errors: Novel EvaLuation Methods for Information Visualization},
pages = {79–86},
numpages = {8},
keywords = {information visualization, company setting, evaluation},
location = {Atlanta, Georgia},
series = {BELIV '10}
}","Best Paper Award",
"Visual Analysis of In-Car Communication Networks","University of Munich","2010-10-10","PhD Thesis","Michael Sedlmair",,"sedlmair2010dissertation","https://doi.org/10.5282/edoc.12448",,,,,,,"Analyzing, understanding and working with complex systems and large datasets has become a familiar challenge in the information era. The explosion of data worldwide affects nearly every part of society, particularly the science, engineering, health, and financial domains. Looking, for instance at the automotive industry, engineers are confronted with the enormously increased complexity of vehicle electronics. Over the years, a large number of advanced functions, such as ACC (adaptive cruise control), rear seat entertainment systems or automatic start/stop engines, has been integrated into the vehicle. Thereby, the functions have been more and more distributed over the vehicle, leading to the introduction of several communication networks. Overlooking all relevant data facets, understanding dependencies, analyzing the flow of messages and tracking down problems in these networks has become a major challenge for automotive engineers.  

Promising approaches to overcome information overload and to provide insight into complex data are Information Visualization (InfoVis) and Visual Analytics (VA). Over the last decades, these research communities spent much effort on developing new methods to help users obtain insight into complex data. However, few of these solutions have yet reached end users, and moving research into practice remains one of the great challenges in visual data analysis. This situation is particularly true for large company settings, where very little is known about additional challenges, obstacles and requirements in InfoVis/VA development and evaluation. Users have to be better integrated into our research processes in terms of adequate requirements analysis, understanding practices and challenges, developing well-directed, user-centered technologies and evaluating their value within a realistic context.  

This dissertation explores a novel InfoVis/VA application area, namely in-car communication networks, and demonstrates how information visualization methods and techniques can help engineers to work with and better understand these networks. Based on a three-year internship with a large automotive company and the close cooperation with domain experts, I grounded a profound understanding of specific challenges, requirements and obstacles for InfoVis/VA application in this area and learned that “designing with not for the people” is highly important for successful solutions. The three main contributions of this dissertation are: (1) An empirical analysis of current working practices of automotive engineers and the derivation of specific design requirements for InfoVis/VA tools; (2) the successful application and evaluation of nine prototypes, including the deployment of five systems; and (3) based on the three-year experience, a set of recommendations for developing and evaluating InfoVis systems in large company settings.

I present ethnographic studies with more than 150 automotive engineers. These studies helped us to understand currently used tools, the underlying data, tasks as well as user groups and to categorize the field into application sub-domains. Based on these findings, we propose implications and recommendations for designing tools to support current practices of automotive network engineers with InfoVis/VA technologies. I also present nine InfoVis design studies that we built and evaluated with automotive domain experts and use them to systematically explore the design space of applying InfoVis to in-car communication networks. Each prototype was developed in a user-centered, participatory process, respectively with a focus on a specific sub-domain of target users with specific data and tasks. Experimental results from studies with real users are presented, that show that the visualization prototypes can improve the engineers’ work in terms of working efficiency, better understanding and novel insights. Based on lessons learned from repeatedly designing and evaluating our tools together with domain experts at a large automotive company, I discuss challenges and present recommendations for deploying and evaluating VA/InfoVis tools in large company settings. I hope that these recommendations can guide other InfoVis researchers and practitioners in similar projects by providing them with new insights, such as the necessity for close integration with current tools and given processes, distributed knowledge and high degree of specialization, and the importance of addressing prevailing mental models and time restrictions. In general, I think that large company settings are a promising and fruitful field for novel InfoVis applications and expect our recommendations to be useful tools for other researchers and tool designers.","@thesis{ediss12448,
           month = {October},
           title = {Visual Analysis of In-Car Communication Networks},
            year = {2010},
          author = {Michael Sedlmair},
       publisher = {Ludwig-Maximilians-Universit{\""a}t M{\""u}nchen},
             url = {http://nbn-resolving.de/urn:nbn:de:bvb:19-124488},
        keywords = {Visualization, Visual Analytics, Automotive, In-Car Networks}
}
",,
"The Streams of Our Lives: Visualizing Listening Histories in Context ","TVCG","2010-10-28",,"Dominikus Baur","Frederik Seiffert, Michael Sedlmair, Sebastian Boring","baur2010infovis","https://doi.org/10.1109/TVCG.2010.206",,,"https://vimeo.com/9495577",,,,"The choices we take when listening to music are expressions of our personal taste and character. Storing and accessing our listening histories is trivial due to services like Last.fm, but learning from them and understanding them is not. Existing solutions operate at a very abstract level and only produce statistics. By applying techniques from information visualization to this problem, we were able to provide average people with a detailed and powerful tool for accessing their own musical past. LastHistory is an interactive visualization for displaying music listening histories, along with contextual information from personal photos and calendar entries. Its two main user tasks are (1) analysis, with an emphasis on temporal patterns and hypotheses related to musical genre and sequences, and (2) reminiscing, where listening histories and context represent part of one's past. In this design study paper we give an overview of the field of music listening histories and explain their unique characteristics as a type of personal data. We then describe the design rationale, data and view transformations of LastHistory and present the results from both a laband a large-scale online study. We also put listening histories in contrast to other lifelogging data. The resonant and enthusiastic feedback that we received from average users shows a need for making their personal data accessible. We hope to stimulate such developments through this research.","@ARTICLE{5613450,
  author={Baur, Dominikus and Seiffert, Frederik and Sedlmair, Michael and Boring, Sebastian},
  journal={IEEE Transactions on Visualization and Computer Graphics}, 
  title={The Streams of Our Lives: Visualizing Listening Histories in Context}, 
  year={2010},
  volume={16},
  number={6},
  pages={1119-1128},
  doi={10.1109/TVCG.2010.206}}
",,
"Cardiogram: Visual Analytics for Automotive Engineers","CHI","2011-05-07",,"Michael Sedlmair","Petra Isenberg, Dominikus Baur, Michael Mauerer, Christian Pigorsch, Andreas Butz","sedlmair2011chi","https://doi.org/10.1145/1978942.1979194",,,,,,,"We present Cardiogram, a visual analytics system that supports automotive engineers in debugging masses of traces each consisting of millions of recorded messages from in-car communication networks. With their increasing complexity, ensuring these safety-critical networks to be error-free has become a major task and challenge for automotive engineers. To overcome shortcomings of current analysis tools, Cardiogram combines visualization techniques with a data preprocessing approach to automatically reduce complexity based on engineers' domain knowledge. In this paper, we provide the findings from an exploratory, three-year field study within a large automotive company, studying current practices of engineers, the challenges they meet and the characteristics for integrating novel visual analytics tools into their work practices.

We then introduce Cardiogram, discuss how our field analysis influenced our design decisions, and present a qualitative, long-term, in-depth evaluation. Results of this study showed that our participants successfully used Cardiogram to increase the amount of analyzable information, to externalize domain knowledge, and to provide new insights into trace data. Our design approach finally led to the adoption of Cardiogram into engineers' daily practices.","@inproceedings{10.1145/1978942.1979194,
author = {Sedlmair, Michael and Isenberg, Petra and Baur, Dominikus and Mauerer, Michael and Pigorsch, Christian and Butz, Andreas},
title = {Cardiogram: Visual Analytics for Automotive Engineers},
year = {2011},
isbn = {9781450302289},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/1978942.1979194},
doi = {10.1145/1978942.1979194},
abstract = {We present Cardiogram, a visual analytics system that supports automotive engineers in debugging masses of traces each consisting of millions of recorded messages from in-car communication networks. With their increasing complexity, ensuring these safety-critical networks to be error-free has become a major task and challenge for automotive engineers. To overcome shortcomings of current analysis tools, Cardiogram combines visualization techniques with a data preprocessing approach to automatically reduce complexity based on engineers' domain knowledge. In this paper, we provide the findings from an exploratory, three-year field study within a large automotive company, studying current practices of engineers, the challenges they meet and the characteristics for integrating novel visual analytics tools into their work practices.We then introduce Cardiogram, discuss how our field analysis influenced our design decisions, and present a qualitative, long-term, in-depth evaluation. Results of this study showed that our participants successfully used Cardiogram to increase the amount of analyzable information, to externalize domain knowledge, and to provide new insights into trace data. Our design approach finally led to the adoption of Cardiogram into engineers' daily practices.},
booktitle = {Proceedings of the SIGCHI Conference on Human Factors in Computing Systems},
pages = {1727–1736},
numpages = {10},
keywords = {automotive, visual analytics, visualization, in-car communication, field study},
location = {Vancouver, BC, Canada},
series = {CHI '11}
}",,
"Information Visualization Evaluation in Large Companies: Challenges, Experiences and Recommendations","Information Visualization","2011-07-20",,"Michael Sedlmair","Petra Isenberg, Dominikus Baur, Andreas Butz","sedlmair2011ivs","https://doi.org/10.1177%2F1473871611413099",,,,,,,"We examine the implications of evaluating data analysis processes and information visualization tools in a large company setting. While several researchers have addressed the difficulties of evaluating information visualizations with regards to changing data, tasks, and visual encodings, considerably less work has been published on the difficulties of evaluation within specific work contexts. We specifically focus on the challenges, which arise in the context of large companies with several thousand employees. Based on our own experience from a 3.5-year collaboration within a large automotive company, we first present a collection of nine information visualization evaluation challenges. We then discuss these challenges by means of two concrete visualization case studies from our own work. We finally derive a set of 16 recommendations for planning and conducting evaluations in large company settings. The set of challenges and recommendations and the discussion of our experience are meant to provide practical guidance to other researchers and practitioners, who plan to study information visualization in large company settings.","@article{sedlmair2011information,
  title={Information visualization evaluation in large companies: Challenges, experiences and recommendations},
  author={Sedlmair, Michael and Isenberg, Petra and Baur, Dominikus and Butz, Andreas},
  journal={Information Visualization},
  volume={10},
  number={3},
  pages={248--266},
  year={2011},
  publisher={Sage Publications Sage UK: London, England}
}",,
"Visualisierung von Busdaten – Fehleranalyse im Forschungsprojekt AutobahnVis","Journal of Automobil Elektronik","2011-10-10",,"Michael Sedlmair","Michael Schraut, Wolfgang Hintermaier","sedlmair2011auto","https://www.all-electronics.de/automotive-transportation/visualisierung-von-busdaten.html",,,,,,,"Wie können Methoden der Informationsvisualisierung die explorative Analyse von Busdaten verbessern? Ein Forschungsprojekt mit dem Namen „AutobahnVis“ zeigt beispielhaft, wie Visualisierung neue Einsichten in komplexe Zusammenhänge ermöglicht und zur Fehleranalyse von Busaufzeichnungen beiträgt.",,,
"A Taxonomy of Visual Cluster Separation Factors","CGF","2012-06-25",,"Michael Sedlmair","Andrada Tatu, Tamara Munzner, Melanie Tory","sedlmair2012eurovis","https://doi.org/10.1111/j.1467-8659.2012.03125.x",,,,,"http://www.cs.ubc.ca/labs/imager/tr/2012/VisClusterSep/",,"We provide two contributions, a taxonomy of visual cluster separation factors in scatterplots, and an in-depth qualitative evaluation of two recently proposed and validated separation measures. We initially intended to use these measures to provide guidance for the use of dimension reduction (DR) techniques and visual encoding (VE) choices, but found that they failed to produce reliable results. To understand why, we conducted a systematic qualitative data study covering a broad collection of 75 real and synthetic high-dimensional datasets, four DR techniques, and three scatterplot-based visual encodings. Two authors visually inspected over 800 plots to determine whether or not the measures created plausible results. We found that they failed in over half the cases overall, and in over two-thirds of the cases involving real datasets. Using open and axial coding of failure reasons and separability characteristics, we generated a taxonomy of visual cluster separability factors. We iteratively refined its explanatory clarity and power by mapping the studied datasets and success and failure ranges of the measures onto the factor axes. Our taxonomy has four categories, ordered by their ability to influence successors: Scale, Point Distance, Shape, and Position. Each category is split into Within-Cluster factors such as density, curvature, isotropy, and clumpiness, and Between-Cluster factors that arise from the variance of these properties, culminating in the overarching factor of class separation. The resulting taxonomy can be used to guide the design and the evaluation of cluster separation measures.","@article{https://doi.org/10.1111/j.1467-8659.2012.03125.x,
author = {Sedlmair, M. and Tatu, A. and Munzner, T. and Tory, M.},
title = {A Taxonomy of Visual Cluster Separation Factors},
journal = {Computer Graphics Forum},
volume = {31},
number = {3pt4},
pages = {1335-1344},
keywords = {H.5.0 Information Interfaces and Presentation: General, J.0 Computer Applications: General},
doi = {https://doi.org/10.1111/j.1467-8659.2012.03125.x},
url = {https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-8659.2012.03125.x},
eprint = {https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1467-8659.2012.03125.x},
abstract = {Abstract We provide two contributions, a taxonomy of visual cluster separation factors in scatterplots, and an in-depth qualitative evaluation of two recently proposed and validated separation measures. We initially intended to use these measures to provide guidance for the use of dimension reduction (DR) techniques and visual encoding (VE) choices, but found that they failed to produce reliable results. To understand why, we conducted a systematic qualitative data study covering a broad collection of 75 real and synthetic high-dimensional datasets, four DR techniques, and three scatterplot-based visual encodings. Two authors visually inspected over 800 plots to determine whether or not the measures created plausible results. We found that they failed in over half the cases overall, and in over two-thirds of the cases involving real datasets. Using open and axial coding of failure reasons and separability characteristics, we generated a taxonomy of visual cluster separability factors. We iteratively refined its explanatory clarity and power by mapping the studied datasets and success and failure ranges of the measures onto the factor axes. Our taxonomy has four categories, ordered by their ability to influence successors: Scale, Point Distance, Shape, and Position. Each category is split into Within-Cluster factors such as density, curvature, isotropy, and clumpiness, and Between-Cluster factors that arise from the variance of these properties, culminating in the overarching factor of class separation. The resulting taxonomy can be used to guide the design and the evaluation of cluster separation measures.},
year = {2012}
}

",,
"Dimensionality Reduction in the Wild: Gaps and Guidance","UBC Computer Science Technical Report TR-2012-03","2012-06-26","Technical Report","Michael Sedlmair","Matt Brehmer, Stephen Ingram, Tamara Munzner","sedlmair2012tr","https://www.cs.ubc.ca/tr/2012/tr-2012-03",,,,,,,"Despite an abundance of technical literature on dimension reduction (DR), our understanding of how real data analysts are using DR techniques and what problems they face remains largely incomplete. In this paper, we contribute the first systematic and broad analysis of DR usage by a sample of real data analysts, along with their needs and problems. We present the results of a two-year qualitative research endeavor, in which we iteratively collected and analyzed a rich corpus of data in the spirit of grounded theory. We interviewed 24 data analysts from different domains and surveyed papers depicting applications of DR. The result is a descriptive taxonomy of DR usage, and concrete real-world usage examples summarized in terms of this taxonomy. We also identify seven gaps where user DR needs are unfulfilled by currently available techniques, and three mismatches where the users do not need offered techniques. At the heart of our taxonomy is a task classification that differentiates between abstract tasks related to point clusters and those related to dimensions. The taxonomy and usage examples are intended to provide a better descriptive understanding of real data analysts practices and needs with regards to DR. The gaps are intended as prescriptive pointers to future research directions, with the most important gaps being a lack of support for users without expertise in the mathematics of DR, and an absence of DR techniques for comparing explicit groups of dimensions or for relating non-linear embeddings to original dimensions.","@article{sedlmair2012dimensionality,
  title={Dimensionality reduction in the wild: Gaps and guidance},
  author={Sedlmair, M and Brehmer, Matt and Ingram, S and Munzner, T},
  journal={Dept. Comput. Sci., Univ. British Columbia, Vancouver, BC, Canada, Tech. Rep. TR-2012-03},
  year={2012}
}",,
"Design Study Methodology: Reflections from the Trenches and the Stacks","TVCG","2012-10-09",,"Michael Sedlmair","Miriah Meyer, Tamara Munzner","sedlmair2012infovis-1","https://doi.org/10.1109/TVCG.2012.213",,,,,"http://www.cs.ubc.ca/labs/imager/tr/2012/dsm/",,"Design studies are an increasingly popular form of problem-driven visualization research, yet there is little guidance available about how to do them effectively. In this paper we reflect on our combined experience of conducting twenty-one design studies, as well as reading and reviewing many more, and on an extensive literature review of other field work methods and methodologies. Based on this foundation we provide definitions, propose a methodological framework, and provide practical guidance for conducting design studies. We define a design study as a project in which visualization researchers analyze a specific real-world problem faced by domain experts, design a visualization system that supports solving this problem, validate the design, and reflect about lessons learned in order to refine visualization design guidelines. We characterize two axes - a task clarity axis from fuzzy to crisp and an information location axis from the domain expert's head to the computer - and use these axes to reason about design study contributions, their suitability, and uniqueness from other approaches. The proposed methodological framework consists of 9 stages: learn, winnow, cast, discover, design, implement, deploy, reflect, and write. For each stage we provide practical guidance and outline potential pitfalls. We also conducted an extensive literature survey of related methodological approaches that involve a significant amount of qualitative field work, and compare design study methodology to that of ethnography, grounded theory, and action research.","@ARTICLE{6327248,
  author={Sedlmair, Michael and Meyer, Miriah and Munzner, Tamara},
  journal={IEEE Transactions on Visualization and Computer Graphics}, 
  title={Design Study Methodology: Reflections from the Trenches and the Stacks}, 
  year={2012},
  volume={18},
  number={12},
  pages={2431-2440},
  doi={10.1109/TVCG.2012.213}}
","Honorable Mention for Best Paper Award",
"RelEx: Visualization for Actively Changing Overlay Network Specifications","TVCG","2012-10-09",,"Michael Sedlmair","Annika Frank, Tamara Munzner, Andreas Butz","sedlmair2012infovis-2","https://doi.org/10.1109/TVCG.2012.255",,,,,"http://www.cs.ubc.ca/labs/imager/tr/2012/RelEx/",,"We present a network visualization design study focused on supporting automotive engineers who need to specify and optimize traffic patterns for in-car communication networks. The task and data abstractions that we derived support actively making changes to an overlay network, where logical communication specifications must be mapped to an underlying physical network. These abstractions are very different from the dominant use case in visual network analysis, namely identifying clusters and central nodes, that stems from the domain of social network analysis. Our visualization tool RelEx was created and iteratively refined through a full user-centered design process that included a full problem characterization phase before tool design began, paper prototyping, iterative refinement in close collaboration with expert users for formative evaluation, deployment in the field with real analysts using their own data, usability testing with non-expert users, and summative evaluation at the end of the deployment. In the summative post-deployment study, which entailed domain experts using the tool over several weeks in their daily practice, we documented many examples where the use of RelEx simplified or sped up their work compared to previous practices.","@ARTICLE{6327279,
  author={Sedlmair, Michael and Frank, Annika and Munzner, Tamara and Butz, Andreas},
  journal={IEEE Transactions on Visualization and Computer Graphics}, 
  title={RelEx: Visualization for Actively Changing Overlay Network Specifications}, 
  year={2012},
  volume={18},
  number={12},
  pages={2729-2738},
  doi={10.1109/TVCG.2012.255}}
",,
"The Four-Level Nested Model Revisited: Blocks and Guidelines","CHI BELIV","2012-10-14","Workshop Paper","Miriah Meyer","Michael Sedlmair, Tamara Munzner","meyer2012beliv","https://doi.org/10.1145/2442576.2442587",,,,,"http://www.cs.ubc.ca/labs/imager/tr/2012/NestedModelExt/",,"We propose an extension to the four-level nested model of design and validation of visualization system that defines the term ""guidelines"" in terms of blocks at each level. Blocks are the outcomes of the design process at a specific level, and guidelines discuss relationships between these blocks. Within-level guidelines provide comparisons for blocks within the same level, while between-level guidelines provide mappings between adjacent levels of design. These guidelines help a designer choose which abstractions, techniques, and algorithms are reasonable to combine when building a visualization system. This definition of guideline allows analysis of how the validation efforts in different kinds of papers typically lead to different kinds of guidelines. Analysis through the lens of blocks and guidelines also led us to identify four major needs: a definition of the meaning of block at the problem level; mid-level task taxonomies to fill in the blocks at the abstraction level; refinement of the model itself at the abstraction level; and a more complete set of mappings up from the algorithm level to the technique level. These gaps in visualization knowledge present rich opportunities for future work.","@inproceedings{10.1145/2442576.2442587,
author = {Meyer, Miriah and Sedlmair, Michael and Munzner, Tamara},
title = {The Four-Level Nested Model Revisited: Blocks and Guidelines},
year = {2012},
isbn = {9781450317917},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/2442576.2442587},
doi = {10.1145/2442576.2442587},
abstract = {We propose an extension to the four-level nested model of design and validation of visualization system that defines the term ""guidelines"" in terms of blocks at each level. Blocks are the outcomes of the design process at a specific level, and guidelines discuss relationships between these blocks. Within-level guidelines provide comparisons for blocks within the same level, while between-level guidelines provide mappings between adjacent levels of design. These guidelines help a designer choose which abstractions, techniques, and algorithms are reasonable to combine when building a visualization system. This definition of guideline allows analysis of how the validation efforts in different kinds of papers typically lead to different kinds of guidelines. Analysis through the lens of blocks and guidelines also led us to identify four major needs: a definition of the meaning of block at the problem level; mid-level task taxonomies to fill in the blocks at the abstraction level; refinement of the model itself at the abstraction level; and a more complete set of mappings up from the algorithm level to the technique level. These gaps in visualization knowledge present rich opportunities for future work.},
booktitle = {Proceedings of the 2012 BELIV Workshop: Beyond Time and Errors - Novel Evaluation Methods for Visualization},
articleno = {11},
numpages = {6},
keywords = {visualization, design studies, nested model, validation},
location = {Seattle, Washington, USA},
series = {BELIV '12}
}",,
